var,ipsos_varname,type,tablename,new_name,changed
q76_1_scale1,q76_1_scale1,,,multiple_contacts_child_work_phys,
q76_1_scale2,q76_1_scale2,,,multiple_contacts_child_school_phys,
q76_1_scale3,q76_1_scale3,,,multiple_contacts_child_other_phys,
q76_2_scale1,q76_2_scale1,,,multiple_contacts_adult_work_phys,
q76_2_scale2,q76_2_scale2,,,multiple_contacts_adult_school_phys,
q76_2_scale3,q76_2_scale3,,,multiple_contacts_adult_other_phys,
q76_3_scale1,q76_3_scale1,,,multiple_contacts_older_adult_work_phys,
q76_3_scale2,q76_3_scale2,,,multiple_contacts_older_adult_school_phys,
q76_3_scale3,q76_3_scale3,,,multiple_contacts_older_adult_other_phys,
q77_1,,,,cnt_phys,
q77_10,,,,cnt_precautions_none,
q77_2,,,,cnt_two_metres_plus,
q77_3,,,,cnt_one_metre_plus,
q77_4,,,,cnt_within_one_metre,
q77_5,,,,cnt_mask,
q77_6,,,,cnt_wash_before,
q77_7,,,,cnt_wash_after,
q77_9,,,,cnt_precautions_prefer_not_to_say,
q79a_1_scale1,,,,multiple_contacts_child_work,
q79a_2_scale1,,,,multiple_contacts_adult_work,
q79a_3_scale1,,,,multiple_contacts_older_adult_work,
q79c,,,,cnt_multiple_contacts_work_precautions,
q80a_1_scale1,,,,multiple_contacts_child_school,
q80a_2_scale1,,,,multiple_contacts_adult_school,
q80a_3_scale1,,,,multiple_contacts_older_adult_school,
q80c,,,,cnt_multiple_contacts_school_precautions,
q81a_1_scale1,,,,multiple_contacts_child_other,
q81a_2_scale1,,,,multiple_contacts_adult_other,
q81a_3_scale1,,,,multiple_contacts_older_adult_other,
q81c,,,,cnt_multiple_contacts_other_precautions,
qboost,,,,survey_boost,
qcountry,qcountry,single_variable,,country_code,
qforigin,qforigin,,,country_father_origin,
qmain,,,,survey_main,
qmktsize_10_1,qmktsize_10_1,single_variable,,area_5_name,
qmktsize_11_1,qmktsize_11_1,single_variable,,area_pop_dens_1_code,
qmktsize_12_1,qmktsize_12_1,single_variable,,area_pop_dens_1_label,
qmktsize_13_1,qmktsize_13_1,single_variable,,area_pop_dens_2_code,
qmktsize_14_1,qmktsize_14_1,single_variable,,area_pop_dens_2_label,
qmktsize_17_1,qmktsize_17_1,single_variable,,area_rural_urban_code,
qmktsize_18_1,qmktsize_18_1,single_variable,,area_rural_urban_label,
qmktsize_1_1,qmktsize_1_1,single_variable,,area_1_code,
qmktsize_20_1,qmktsize_20_1,single_variable,,area_town_label,
qmktsize_21_1,qmktsize_21_1,single_variable,,area_town_code,
qmktsize_22_1,qmktsize_22_1,single_variable,,area_town_pop_code,
qmktsize_23_1,qmktsize_23_1,single_variable,,area_town_pop_label,
qmktsize_2_1,qmktsize_2_1,single_variable,,area_1_name,
qmktsize_3_1,qmktsize_3_1,single_variable,,area_2_code,
qmktsize_4_1,qmktsize_4_1,single_variable,,area_2_name,
qmktsize_56_1,qmktsize_56_1,single_variable,,area_tv_station,
qmktsize_5_1,qmktsize_5_1,single_variable,,area_3_code,
qmktsize_6_1,qmktsize_6_1,single_variable,,area_3_name,
qmktsize_7_1,qmktsize_7_1,single_variable,,area_4_code,
qmktsize_8_1,qmktsize_8_1,single_variable,,area_4_name,
qmktsize_9_1,qmktsize_9_1,single_variable,,area_5_code,
qmorigin,qmorigin,,,country_mother_origin,
qno82,qno82,,,norway_green_spaces_freq_82,
qno83,qno83,,,norway_green_spaces_active_83,
qno84,qno84,,,norway_green_spaces_important_84,
qno85,qno85,,,norway_green_spaces_compliance_85,
qno86,qno86,,,norway_green_spaces_comfort_86,
qrorigin,qrorigin,,,country_origin,
qsample,,,,survey_sample,
quotagerange,quotagerange,single_variable,,quotagerange,
resp_age,resp_age,single_variable,,part_age,
resp_gender,resp_gender,single_variable,,part_gender,
respondent_id,respondent_id,single_variable,,part_id,
sampletype,,,,sample_type,
scale1,q47_loop_0_scale1,table_variable,table_q47,hhm_work_closure_end_date,
scale1_codes,q47_loop_0_scale1_codes,table_variable,table_q47,hhm_work_closure_end_other,
sniffer_device_type_final,sniffer_device_type_final,single_variable,,sniffer_device_type_final,
sniffer_device_type_initial,sniffer_device_type_initial,single_variable,,sniffer_device_type_initial,
survey_type,,,,survey_type,
table_row,,single_variable,,row_id,
uk01occhi,uk01occhi,single_variable,,higher_earner_occupation,
uk01occhi_i,,,,,
uk01occr,uk01occr,single_variable,,part_occupation,
uk01occr_i,,,,,
uk01sg,uk01sg,single_variable,,part_social_group,
uk01sg_i,,,,,
uk02edu,uk02edu,single_variable,,part_education,
uk02eth,,,,part_ethnicity,
uk02eth_18,,,,,
uk02ethother,,,part_ethnicity_other,,
uk02inc,uk02inc,single_variable,,part_income,
uk02inc_i,,,,,
ukitv,,,,part_ukitv,
ukmktsize,,,,ukmktsize,
ukmktsize2,,,,ukmktsize2,
ukmunicipality,,,,ukmunicipality,
ukregion1,,,,uk_region1,
ukregion1_i,,,,,
ukregion2,,,,uk_region2,
ukregion3,,,,uk_region3,
ukregion3_label,,,,uk_region3_label,
uk_rural_urban,,,,uk_rural_urban,
uksg_version,uksg_version,single_variable,,uksg_version,
ukstdmktsize,,,,uk_stdmktsize,
ukstdregion,,,,uk_stdregion,
uktowncode,,,,uk_towncode,
uktownname,,,,uk_townname,
wave,wave,single_variable,,wave,
